brand,model,year,mileage,fuel_type,engine,transmission,price
Lexus,GX 460 Luxury,2021,17710,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,59000
Ford,Bronco Wildtrak Advanced,2022,9990,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,64500
Tesla,Model 3 Long Range,2022,22457,,Electric,Automatic,40036
Toyota,Camry XSE,2022,19361,Gasoline,3.5 Liter,Automatic,38298
Porsche,Taycan Turbo,2020,2076,,Electric,Automatic,115998
Toyota,Highlander XLE,2022,31000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,43000
Volvo,S60 Recharge Plug-In Hybrid T8 Inscription,2021,24158,Plug-In Hybrid,400.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,44900
Toyota,Tundra SR5,2020,26300,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,46199
RAM,1500 TRX,2021,15183,Gasoline,702.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,90000
Buick,Envision Essence,2020,28548,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,32063
Volkswagen,Atlas 3.6L SEL Premium R-Line,2022,14000,Gasoline,276.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,46900
Ford,Mustang Mach-E GT,2022,8000,,480.0HP Electric Motor Electric Fuel System,1-Speed A/T,60999
GMC,Canyon Elevation Standard,2022,16500,Gasoline,308.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,32900
Ford,F-250 LARIAT,2021,42245,Diesel,Intercooled Turbo Diesel V-8 6.7 L/406,Automatic,76598
Jeep,Wrangler Unlimited 4xe Sahara,2021,51105,Hybrid,2.0L I4 16V GDI DOHC Turbo Hybrid,8-Speed Automatic,42700
Tesla,Model S Plaid,2021,20100,,1020.0HP Electric Motor Electric Fuel System,A/T,69995
Ford,Transit-350 Base,2020,19400,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,58000
Lexus,NX 350h Premium,2024,300,Hybrid,240.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,50999
Jeep,Wrangler Unlimited Sahara,2020,76313,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,35234
Ford,Explorer ST,2021,39105,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,44605
BMW,M4 Competition,2021,12500,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,90000
Honda,Civic EX,2020,13935,Gasoline,174.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,26000
Mazda,CX-30 Preferred,2020,9927,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,27518
Rivian,R1S Launch Edition,2022,7800,,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,92500
Land Rover,Range Rover HSE SWB,2020,41500,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,68000
BMW,M4 Base,2020,28000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,59900
Honda,Accord Hybrid Base,2021,33523,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,Automatic CVT,28748
Subaru,WRX Premium,2022,7738,Gasoline,271.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,33000
Bentley,Bentayga Speed,2020,22001,Gasoline,6.0L W12 48V PDI DOHC Twin Turbo,8-Speed Automatic,173995
Ford,Explorer ST,2022,14361,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,51500
Chevrolet,Silverado 1500 Limited Custom,2022,30455,Gasoline,2.7 Liter DOHC Turbo,Automatic,37698
Ford,Explorer Platinum,2020,64552,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,36750
Ford,Explorer Platinum,2021,64957,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,39979
Dodge,Challenger SXT,2022,29500,Gasoline,303.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,31000
Porsche,911 Carrera,2021,7400,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,116999
Land Rover,Range Rover SWB,2020,29000,Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,70000
Hyundai,Palisade SEL,2020,69487,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,32000
Genesis,GV70 3.5T Sport,2022,8730,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,8-Speed Automatic,48219
Land Rover,Defender SE,2021,13970,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,75500
Porsche,911 Turbo S,2023,154,Gasoline,3.8L H6 24V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,274900
Mazda,CX-30 Select,2020,23162,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,25495
BMW,M4 Competition,2023,3950,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,83500
Toyota,Sienna XSE 25th Anniversary,2023,500,Hybrid,245.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,59500
Mercedes-Benz,AMG G 63 Base,2021,7856,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,425000
Hyundai,Tucson SEL,2022,13666,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,27999
Lincoln,Nautilus Reserve,2021,19291,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,44340
Dodge,Durango R/T,2022,14976,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,49999
Dodge,Challenger R/T,2021,39960,Gasoline,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,28500
Ford,Explorer XLT,2022,18533,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,38978
GMC,Yukon XL Denali,2023,7500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,92888
INFINITI,QX80 SENSORY,2022,26520,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,64000
Honda,Pilot EX-L,2020,44000,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,34999
Tesla,Model Y Long Range,2022,20500,,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,46500
Volkswagen,ID.4 Pro S,2023,1716,,Battery Electric,Automatic,39998
Ford,Explorer Limited,2020,82146,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,30825
Ford,Mustang GT Premium,2020,16850,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,41000
Kia,Sorento S,2021,19605,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,33591
Chevrolet,Silverado 1500 RST,2020,19200,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,69999
Lamborghini,Huracan EVO Coupe,2021,5718,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,279991
Land Rover,Range Rover Sport HST MHEV,2020,37248,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,54500
Tesla,Model Y Long Range,2020,88000,,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,35500
Alfa Romeo,Giulia Ti,2020,23339,Gasoline,2.0L I4 16V GDI SOHC Turbo,8-Speed Automatic,34645
Mercedes-Benz,GLC 300 GLC 300,2021,14745,Gasoline,2.0 Liter Turbo,Automatic,38998
Chevrolet,Corvette Stingray w/3LT,2021,2700,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,85950
Jeep,Gladiator Overland,2020,4000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,50000
Land Rover,Range Rover Westminster SWB,2022,2220,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,115999
Volkswagen,Passat 2.0T SE,2020,49400,Gasoline,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,20900
Porsche,911 Carrera,2020,11256,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,124900
Chevrolet,Corvette Stingray w/1LT,2021,13700,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,75000
Lexus,RX 450h F Sport Handling,2022,1600,Hybrid,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,59000
Ford,Expedition Platinum,2020,69849,Gasoline,3.5L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,48149
Porsche,911 Carrera,2023,1500,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,149000
Porsche,718 Cayman GT4,2021,2100,Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,136900
Ford,Mustang Mach-E Select,2021,18000,,266.0HP Electric Motor Electric Fuel System,A/T,39499
Mazda,CX-30 Base,2020,19319,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,24899
Jeep,Wrangler Sport,2020,26315,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,31871
Cadillac,XT5 Premium Luxury,2021,66500,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,28500
Nissan,Kicks S,2022,19877,Gasoline,1.6L I4 16V MPFI DOHC,Automatic CVT,18999
Kia,Seltos S,2021,16100,Gasoline,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,25500
Mercedes-Benz,GLE 350 Base 4MATIC,2020,24108,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,56000
Ford,Explorer XLT,2020,42609,Gasoline,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,32107
Kia,Telluride S,2023,6423,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,42500
Mazda,Mazda6 Carbon Edition,2021,21444,Gasoline,2.5L I4 16V,6-Speed Automatic,29995
Ford,F-150 Tremor,2023,5500,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,70000
Chevrolet,Corvette Stingray w/2LT,2022,2010,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,89000
Porsche,911 Turbo,2022,13800,Gasoline,572.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,234000
Chevrolet,Colorado ZR2,2021,24915,Gasoline,3.6L V6 24V GDI DOHC,Automatic,44791
Nissan,Kicks S,2022,15577,Gasoline,1.6L I4 16V MPFI DOHC,Automatic CVT,19599
Audi,Q4 e-tron 50 Premium Plus,2022,250,,295.0HP Electric Motor Electric Fuel System,1-Speed A/T,52000
Subaru,Ascent Touring 7-Passenger,2020,40971,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,32500
GMC,HUMMER EV Edition 1,2023,940,,Electric Motor Electric Fuel System,A/T,146000
Chevrolet,Silverado 1500 ZR2,2022,7455,Gasoline,6.2L V8 16V GDI OHV,Automatic,68990
Nissan,Murano SL,2021,43875,Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,29725
Mercedes-Benz,E-Class E 350,2021,72836,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,41000
McLaren,720S Performance,2020,5072,Gasoline,4.0L V8 32V MPFI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,279950
Audi,A5 45 S line Premium Plus,2022,24500,Hybrid,261.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,47000
Porsche,Taycan 4S,2022,7900,,482.0HP Electric Motor Electric Fuel System,2-Speed A/T,108000
Ford,Explorer XLT,2022,20678,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,46000
Mazda,Mazda6 Touring,2021,52253,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,25215
BMW,X3 xDrive30i,2020,23647,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,37998
Ford,Bronco Heritage Edition Advanced,2023,1500,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,7-Speed M/T,60000
Mercedes-Benz,GLE 350 GLE 350,2022,18815,Gasoline,2.0 Liter Turbo,Automatic,61998
Ford,Maverick XLT,2022,52000,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,28000
Jeep,Wrangler Sport,2023,7102,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,40995
Ford,Mustang Mach-E GT,2023,9095,,480.0HP Electric Motor Electric Fuel System,A/T,59000
Rolls-Royce,Cullinan,2022,3420,Gasoline,6.7L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,399950
Ford,F-250 King Ranch,2021,93400,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,69995
Porsche,911 Carrera,2020,16741,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,112500
Ford,F-150 Lightning LARIAT,2022,470,,563.0HP Electric Motor Electric Fuel System,1-Speed A/T,71900
Kia,Forte LXS,2020,53452,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,16995
RAM,1500 Laramie,2022,15741,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,45999
Kia,Sorento SX Prestige,2023,11100,Gasoline,281.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,40200
Ford,F-250 XL,2020,36000,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,44000
Mercedes-Benz,C-Class C 300 4MATIC,2021,19162,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,38500
Audi,Q5 S line Premium Plus,2023,6046,Hybrid,2.0 Liter TFSI,Automatic,51598
Ford,Explorer XLT,2020,17000,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,21000
Ford,F-150 Lariat,2022,28000,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,53500
Chevrolet,Corvette Stingray w/2LT,2020,8974,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,79900
Nissan,Murano SV,2020,47147,Gasoline,3.5L V6 24V MPFI DOHC,Automatic CVT,23625
Ford,Escape SEL,2020,42000,Gasoline,181.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,A/T,19000
Hyundai,Elantra HEV Limited,2021,28600,Hybrid,139.0HP 1.6L 4 Cylinder Engine Gas/Electric Hybrid,A/T,23999
GMC,Sierra 2500 Denali,2021,16919,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,73000
Ford,Escape PHEV SE,2022,1889,Plug-In Hybrid,221.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,32850
Volkswagen,Passat 2.0T R-Line,2021,16538,Gasoline,2.0 Liter TSI,Automatic,25998
Nissan,Altima 2.5 S,2020,30900,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,21000
Toyota,4Runner TRD Sport,2023,11400,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,46000
Tesla,Model Y Performance,2020,27500,,455.0HP Electric Motor Electric Fuel System,A/T,44000
Mazda,CX-5 Grand Touring,2021,24781,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,28991
Tesla,Model 3 Long Range,2020,25000,,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,49995
Tesla,Model Y Long Range,2021,49252,,Electric,1-Speed Automatic,37999
Toyota,4Runner Venture,2021,27000,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,48500
BMW,530 i xDrive,2021,60942,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,32085
Audi,Q5 40 Premium,2022,14550,Hybrid,201.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,41500
Land Rover,Range Rover Autobiography,2023,1148,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,193063
Porsche,Cayenne AWD,2020,34580,Gasoline,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,56000
Mazda,Mazda6 Signature,2021,11737,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,33687
Tesla,Model X Performance,2020,25535,,778.0HP Electric Motor Electric Fuel System,A/T,68969
Mercedes-Benz,Sprinter 2500 Standard Roof,2023,4000,Diesel,211.0HP 2.0L 4 Cylinder Engine Diesel Fuel,9-Speed A/T,65000
Dodge,Durango GT,2020,49000,Gasoline,295.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,40000
Chevrolet,Corvette Stingray w/2LT,2023,2058,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,101999
Tesla,Model 3 Long Range,2021,23749,,Electric,1-Speed Automatic,35999
Toyota,4Runner TRD Pro,2021,35048,Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,52590
Porsche,911 Carrera,2022,2950,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,131000
BMW,M240 i xDrive,2022,2010,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,55000
Buick,Envision Essence,2021,36544,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,33290
Ford,F-150 Lariat,2020,26540,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,46995
Jeep,Wrangler Unlimited Rubicon,2020,49990,Gasoline,270.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,53000
Ford,Bronco Badlands Advanced,2022,17000,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,69999
Porsche,Cayenne Turbo,2020,39611,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,89900
Porsche,911 Carrera S,2021,7008,Gasoline,443.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,151900
BMW,M8 Gran Coupe Competition,2022,21057,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,99800
BMW,X6 xDrive40i,2020,34000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,59335
Subaru,Ascent Touring 7-Passenger,2021,32250,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,36000
Mercedes-Benz,AMG GLS 63 4MATIC,2023,2000,Hybrid,603.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,175000
Bentley,Continental GT Speed,2023,714,Gasoline,6.0L W12 48V PDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,349950
Audi,S4 3.0T Premium Plus,2022,10900,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,53900
Porsche,Taycan,2022,2116,,Electric,Automatic,90998
Ford,F-150 Raptor,2020,33000,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,62999
BMW,X3 xDrive30i,2020,43000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,40000
